ts,priceDiff,margin,sell_exchange_name,buy_exchange_name,sell_pair,buy_pair,sell_price,buy_price,sell_amount,buy_amount,sell_margin,buy_margin,suggested_buy_amount,suggested_sell_amount,gross_margin,trade_decision
2020-02-19 00:20:14.800141,0.0007670399999999966,0.002619287825802596,binance,bittrex,XRP-USDT,XRP-USDT,0.29361,0.29284296,2265.0,1366.7319730000002,-701.7053230000002,-2402.1156889002905,665.0266499999999,2265.0,1.7418962081793552,False
2020-02-19 00:20:23.401499,0.000926910000000003,0.0031652104203654017,binance,bittrex,XRP-USDT,XRP-USDT,0.29377,0.29284309,2265.0,1366.7319730000002,-701.3429230000002,-2402.113617056835,665.38905,2265.0,2.1060963546570974,False
2020-02-19 00:20:31.391703,0.0003831599999999935,0.001306434342570548,binance,bittrex,XRP-USDT,XRP-USDT,0.29367,0.29328684,2265.0,1366.7319730000002,-701.5694230000001,-2395.052162585952,665.16255,2265.0,0.8689911987117966,False
2020-02-19 00:20:40.602459,0.000836720000000013,0.0028572279343408976,binance,bittrex,XRP-USDT,XRP-USDT,0.29368,0.29284328,2265.0,1366.7319730000002,-701.5467730000001,-2402.110588981247,665.1852,2265.0,1.9005857349502548,False
2020-02-19 00:20:48.597419,0.0009764000000000439,0.003334202967044675,binance,bittrex,XRP-USDT,XRP-USDT,0.29382,0.2928436,2265.0,1366.7319730000002,-701.229673,-2402.1054890733494,665.5023000000001,2265.0,2.2189197432350056,False
2020-02-19 00:20:58.082591,0.0007262800000000236,0.0024800941608036655,binance,bittrex,XRP-USDT,XRP-USDT,0.29357,0.29284372,2265.0,1366.7319730000002,-701.7959230000001,-2402.1035766107607,664.93605,2265.0,1.6491040149128366,False
2020-02-19 00:21:06.816847,0.0009059900000000232,0.003093763126655803,binance,bittrex,XRP-USDT,XRP-USDT,0.29375,0.29284401,2265.0,1366.7319730000002,-701.3882230000002,-2402.0989548326434,665.34375,2265.0,2.058415960300863,False
2020-02-19 00:21:14.602812,0.000975690000000029,0.0033317703867970973,binance,bittrex,XRP-USDT,XRP-USDT,0.29382,0.29284431,2265.0,1366.7319730000002,-701.229673,-2402.0941736924997,665.5023000000001,2265.0,2.2173008554852913,False
2020-02-19 00:21:22.390683,0.0005456099999999742,0.0018631396695015197,binance,bittrex,XRP-USDT,XRP-USDT,0.29339,0.29284439,2265.0,1366.7319730000002,-702.2036230000002,-2402.0928987234483,664.5283499999999,2265.0,1.2381091303934681,False
2020-02-19 00:21:29.767093,0.0010751900000000036,0.0036711590184215696,binance,bittrex,XRP-USDT,XRP-USDT,0.29395,0.29287481,2265.0,1366.7319730000002,-700.9352230000002,-2401.608142229781,665.79675,2265.0,2.4442457431982803,False
2020-02-19 00:21:37.749109,0.0010350800000000215,0.0035342049773330595,binance,bittrex,XRP-USDT,XRP-USDT,0.29391,0.29287492,2265.0,1366.7319730000002,-701.0258230000002,-2401.60638951263,665.70615,2265.0,2.352741988771186,False
2020-02-19 00:21:45.966666,0.0010946700000000198,0.00373766544283542,binance,bittrex,XRP-USDT,XRP-USDT,0.29397,0.29287533,2265.0,1366.7319730000002,-700.8899230000002,-2401.5998566693897,665.84205,2265.0,2.4886948206716397,False
2020-02-19 00:21:56.585746,0.001174569999999986,0.004010476399471222,binance,bittrex,XRP-USDT,XRP-USDT,0.29405,0.29287543,2265.0,1366.7319730000002,-700.7087230000002,-2401.598263295764,666.02325,2265.0,2.6710705256241454,False
2020-02-19 00:22:08.674315,0.0011795799999999579,0.004022981175089063,binance,bittrex,XRP-USDT,XRP-USDT,0.29439,0.29321042,2265.0,1366.7319730000002,-699.9386230000002,-2396.2667210121663,666.7933499999999,2265.0,2.6824970947245674,False
2020-02-19 00:22:19.411322,0.0008477699999999699,0.0028879698852908387,binance,bittrex,XRP-USDT,XRP-USDT,0.2944,0.29355223,2265.0,1366.7319730000002,-699.9159730000001,-2390.8391772394307,666.816,2265.0,1.9257445270301332,False
2020-02-19 00:22:29.474789,0.0008777000000000368,0.002989927178223563,binance,bittrex,XRP-USDT,XRP-USDT,0.29443,0.2935523,2265.0,1366.7319730000002,-699.8480230000001,-2390.8380670156566,666.88395,2265.0,1.9939344468260742,False
2020-02-19 00:22:37.543743,0.0008176800000000428,0.0027854659775812464,binance,bittrex,XRP-USDT,XRP-USDT,0.29437,0.29355232,2265.0,1366.7319730000002,-699.9839230000001,-2390.8377498089612,666.74805,2265.0,1.857204008893632,False
2020-02-19 00:22:46.145496,0.0005875499999999922,0.0020015162537392966,binance,bittrex,XRP-USDT,XRP-USDT,0.29414,0.29355245,2265.0,1366.7319730000002,-700.5048730000001,-2390.8356879664943,666.2271000000001,2265.0,1.3334643693316366,False
2020-02-19 00:22:53.523907,0.0004475099999999843,0.0015244633080781713,binance,bittrex,XRP-USDT,XRP-USDT,0.294,0.29355249,2265.0,1366.7319730000002,-700.8219730000002,-2390.8350535537957,665.91,2265.0,1.015155361482357,False
2020-02-19 00:23:02.332855,0.0004674499999999804,0.0015923895057289755,binance,bittrex,XRP-USDT,XRP-USDT,0.29402,0.29355255,2265.0,1366.7319730000002,-700.7766730000002,-2390.834101935071,665.9553,2265.0,1.0604602310045266,False
2020-02-19 00:23:10.930788,0.0004074000000000022,0.0013878262362520455,binance,bittrex,XRP-USDT,XRP-USDT,0.29396,0.2935526,2265.0,1366.7319730000002,-700.9125730000002,-2390.833308919765,665.8194,2265.0,0.9240416319255473,False
2020-02-19 00:23:20.213485,0.00043732999999995803,0.001489783758396604,binance,bittrex,XRP-USDT,XRP-USDT,0.29399,0.29355267,2265.0,1366.7319730000002,-700.8446230000002,-2390.8321986987894,665.88735,2265.0,0.9920281589517117,False
2020-02-19 00:23:28.129814,0.0008672500000000416,0.0029543242228186983,binance,bittrex,XRP-USDT,XRP-USDT,0.29442,0.29355275,2265.0,1366.7319730000002,-699.8706730000001,-2390.8309298754666,666.8613,2265.0,1.9701244918503562,False
2020-02-19 00:23:36.741844,0.0010271700000000217,0.003499097590031824,binance,bittrex,XRP-USDT,XRP-USDT,0.29458,0.29355283,2265.0,1366.7319730000002,-699.5082730000001,-2390.829661052834,667.2237,2265.0,2.33468084068204,False
2020-02-19 00:23:45.344895,0.001077019999999984,0.0036689118264102926,binance,bittrex,XRP-USDT,XRP-USDT,0.29463,0.29355298,2265.0,1366.7319730000002,-699.3950230000002,-2390.827282012263,667.33695,2265.0,2.4484004280556064,False
2020-02-19 00:23:53.942626,0.0006237499999999785,0.0021224920353379306,binance,bittrex,XRP-USDT,XRP-USDT,0.2945,0.29387625,2265.0,1366.7319730000002,-699.6894730000001,-2385.705774964803,667.0425,2265.0,1.4157923934818655,False
2020-02-19 00:24:01.935696,0.0005636599999999659,0.0019180176260530733,binance,bittrex,XRP-USDT,XRP-USDT,0.29444,0.29387634,2265.0,1366.7319730000002,-699.8253730000002,-2385.70435068029,666.9065999999999,2265.0,1.2791386137311065,False
2020-02-19 00:24:10.535723,0.0007735700000000012,0.0026322968466712393,binance,bittrex,XRP-USDT,XRP-USDT,0.29465,0.29387643,2265.0,1366.7319730000002,-699.3497230000002,-2385.7029263966497,667.38225,2265.0,1.7567481921993249,False
2020-02-19 00:24:18.520325,0.0007634699999999883,0.002597927775994865,binance,bittrex,XRP-USDT,XRP-USDT,0.29464,0.29387653,2265.0,1366.7319730000002,-699.3723730000002,-2385.7013438602944,667.3596,2265.0,1.7337520414167784,False
2020-02-19 00:24:26.831569,0.0003133699999999795,0.0010663318141356782,binance,bittrex,XRP-USDT,XRP-USDT,0.29419,0.29387663,2265.0,1366.7319730000002,-700.3916230000001,-2385.699761325016,666.3403500000001,2265.0,0.7105399142473061,False
2020-02-19 00:24:35.514768,0.0003632900000000161,0.0012361986766491844,binance,bittrex,XRP-USDT,XRP-USDT,0.29424,0.29387671,2265.0,1366.7319730000002,-700.2783730000001,-2385.69849529757,666.4536,2265.0,0.8238690583681318,False
2020-02-19 00:24:43.987186,0.0005932100000000107,0.002018567032803137,binance,bittrex,XRP-USDT,XRP-USDT,0.29447,0.29387679,2265.0,1366.7319730000002,-699.7574230000001,-2385.6972292708115,666.97455,2265.0,1.3463328383487578,False
2020-02-19 00:24:52.716986,0.0003331500000000043,0.0011336381208659485,binance,bittrex,XRP-USDT,XRP-USDT,0.29421,0.29387685,2265.0,1366.7319730000002,-700.3463230000001,-2385.696279751195,666.38565,2265.0,0.7554401760380642,False
2020-02-19 00:25:01.331631,0.0004431100000000243,0.0015078082526326733,binance,bittrex,XRP-USDT,XRP-USDT,0.29432,0.29387689,2265.0,1366.7319730000002,-700.0971730000001,-2385.6956467383334,666.6348,2265.0,1.005157452932167,False
2020-02-19 00:25:09.926191,0.0004830499999999849,0.0016437151671813146,binance,bittrex,XRP-USDT,XRP-USDT,0.29436,0.29387695,2265.0,1366.7319730000002,-700.0065730000001,-2385.6946972193637,666.7254,2265.0,1.0959066523249703,False
2020-02-19 00:25:18.524968,0.0005446999999999536,0.0018558438297364766,binance,bittrex,XRP-USDT,XRP-USDT,0.29405,0.2935053,2265.0,1366.7319730000002,-700.7087230000002,-2391.5836221696845,666.02325,2265.0,1.2360351389735342,False
2020-02-19 00:25:26.310714,0.0006546199999999947,0.0022303509393933247,binance,bittrex,XRP-USDT,XRP-USDT,0.29416,0.29350538,2265.0,1366.7319730000002,-700.4595730000002,-2391.582352936768,666.2724,2265.0,1.4860212732318132,False
2020-02-19 00:25:34.086379,0.0005545599999999817,0.00188943687040343,binance,bittrex,XRP-USDT,XRP-USDT,0.29406,0.29350544,2265.0,1366.7319730000002,-700.6860730000002,-2391.581401012533,666.0459,2265.0,1.258451680840949,False
2020-02-19 00:25:42.689478,0.0008242900000000053,0.0028084291784306525,binance,bittrex,XRP-USDT,XRP-USDT,0.29433,0.29350571,2265.0,1366.7319730000002,-700.0745230000002,-2391.577117358297,666.6574499999999,2265.0,1.8722602345981159,False
2020-02-19 00:25:51.287613,0.0005542299999999889,0.0018883104069810583,binance,bittrex,XRP-USDT,XRP-USDT,0.29406,0.29350577,2265.0,1366.7319730000002,-700.6860730000002,-2391.576165436203,666.0459,2265.0,1.2577014044970838,False
2020-02-19 00:25:59.897296,0.0005041699999999705,0.0017177512283145123,binance,bittrex,XRP-USDT,XRP-USDT,0.29401,0.29350583,2265.0,1366.7319730000002,-700.7993230000002,-2391.5752135144985,665.93265,2265.0,1.1439066275122514,False
2020-02-19 00:26:07.876771,0.0006540899999999961,0.0022285411561218517,binance,bittrex,XRP-USDT,XRP-USDT,0.29416,0.29350591,2265.0,1366.7319730000002,-700.4595730000002,-2391.573944286165,666.2724,2265.0,1.4848154645881095,False
2020-02-19 00:26:17.094563,0.0006537399999999582,0.0022273460198087708,binance,bittrex,XRP-USDT,XRP-USDT,0.29416,0.29350626,2265.0,1366.7319730000002,-700.4595730000002,-2391.56839142034,666.2724,2265.0,1.4840191782484453,False
2020-02-19 00:26:24.873671,0.0008536000000000099,0.0029082841123737333,binance,bittrex,XRP-USDT,XRP-USDT,0.29436,0.2935064,2265.0,1366.7319730000002,-700.0065730000001,-2391.566170277719,666.7254,2265.0,1.939026888136027,False
2020-02-19 00:26:32.869939,0.0007035100000000183,0.0023969146304056795,binance,bittrex,XRP-USDT,XRP-USDT,0.29421,0.29350649,2265.0,1366.7319730000002,-700.3463230000001,-2391.564742401438,666.38565,2265.0,1.5972695139773805,False
2020-02-19 00:26:40.850140,0.00040340999999999294,0.001374449548134483,binance,bittrex,XRP-USDT,XRP-USDT,0.29391,0.29350659,2265.0,1366.7319730000002,-701.0258230000002,-2391.563155873264,665.70615,2265.0,0.9149795170578727,False
2020-02-19 00:26:48.638200,0.000433349999999999,0.0014764571773757053,binance,bittrex,XRP-USDT,XRP-USDT,0.29394,0.29350665,2265.0,1366.7319730000002,-700.9578730000002,-2391.562203956879,665.7741,2265.0,0.9829869484558458,False
2020-02-19 00:26:57.447844,0.0005332700000000301,0.001816891898867294,binance,bittrex,XRP-USDT,XRP-USDT,0.29404,0.29350673,2265.0,1366.7319730000002,-700.7313730000001,-2391.5609347356367,666.0006000000001,2265.0,1.210051094780738,False
2020-02-19 00:27:06.662248,0.0005831900000000112,0.0019869726361715803,binance,bittrex,XRP-USDT,XRP-USDT,0.29409,0.29350681,2265.0,1366.7319730000002,-700.6181230000001,-2391.5596655150866,666.1138500000001,2265.0,1.3235499925249314,False
2020-02-19 00:27:15.292487,0.0006831099999999868,0.0023274070329319585,binance,bittrex,XRP-USDT,XRP-USDT,0.29419,0.29350689,2265.0,1366.7319730000002,-700.3916230000001,-2391.5583962952287,666.3403500000001,2265.0,1.5508452169162865,False
2020-02-19 00:27:23.871704,0.0009802899999999948,0.0033395481653913017,binance,bittrex,XRP-USDT,XRP-USDT,0.29452,0.29353971,2265.0,1366.7319730000002,-699.6441730000001,-2391.037757208386,667.0878,2265.0,2.2277718386449123,False
2020-02-19 00:27:31.863072,0.0011999999999999789,0.004088028888737408,binance,bittrex,XRP-USDT,XRP-USDT,0.29474,0.29354,2265.0,1366.7319730000002,-699.1458730000002,-2391.0331573209787,667.5861,2265.0,2.7291112625196092,False
2020-02-19 00:27:40.245646,0.0004640899999999726,0.0015789890380550429,binance,bittrex,XRP-USDT,XRP-USDT,0.29438,0.29391591,2265.0,1366.7319730000002,-699.9612730000002,-2385.0782247548295,666.7706999999999,2265.0,1.0528236261963002,False
2020-02-19 00:27:48.849780,0.0008340099999999961,0.0028375795410110084,binance,bittrex,XRP-USDT,XRP-USDT,0.29475,0.29391599,2265.0,1366.7319730000002,-699.1232230000002,-2385.076959065752,667.60875,2265.0,1.8943929303999312,False
2020-02-19 00:27:56.843052,0.0008338900000000038,0.0028371701027208197,binance,bittrex,XRP-USDT,XRP-USDT,0.29475,0.29391611,2265.0,1366.7319730000002,-699.1232230000002,-2385.0750605334297,667.60875,2265.0,1.8941195858147921,False
2020-02-19 00:28:06.048090,0.0008836500000000136,0.0030064676565288513,binance,bittrex,XRP-USDT,XRP-USDT,0.2948,0.29391635,2265.0,1366.7319730000002,-699.0099730000002,-2385.0712634734346,667.722,2265.0,2.0074845965527857,False
2020-02-19 00:28:14.658528,0.0006435599999999875,0.00218960191542871,binance,bittrex,XRP-USDT,XRP-USDT,0.29456,0.29391644,2265.0,1366.7319730000002,-699.5535730000001,-2385.0698395775353,667.1784,2265.0,1.4608551025727365,False
2020-02-19 00:28:23.228244,0.0007134899999999833,0.0024275261025656003,binance,bittrex,XRP-USDT,XRP-USDT,0.29463,0.29391651,2265.0,1366.7319730000002,-699.3950230000002,-2385.0687321035493,667.33695,2265.0,1.6199778653315207,False
2020-02-19 00:28:31.245326,0.0006934799999999686,0.0023594454643106437,binance,bittrex,XRP-USDT,XRP-USDT,0.29461,0.29391652,2265.0,1366.7319730000002,-699.4403230000001,-2385.0685738930224,667.29165,2265.0,1.5744382569648678,False
2020-02-19 00:28:39.232206,0.0006433799999999712,0.002188988155892549,binance,bittrex,XRP-USDT,XRP-USDT,0.29456,0.29391662,2265.0,1366.7319730000002,-699.5535730000001,-2385.0669917883515,667.1784,2265.0,1.460445615467279,False
2020-02-19 00:28:47.841050,0.0006933199999999973,0.002358899807931953,binance,bittrex,XRP-USDT,XRP-USDT,0.29461,0.29391668,2265.0,1366.7319730000002,-699.4403230000001,-2385.0660425260667,667.29165,2265.0,1.5740741450196083,False
2020-02-19 00:28:56.848184,0.0006733200000000328,0.0022908533125783567,binance,bittrex,XRP-USDT,XRP-USDT,0.29459,0.29391668,2265.0,1366.7319730000002,-699.4856230000001,-2385.0660425260667,667.24635,2265.0,1.5285635112032878,False
2020-02-19 00:29:06.269902,0.0007133200000000173,0.0024269463032857382,binance,bittrex,XRP-USDT,XRP-USDT,0.29463,0.29391668,2265.0,1366.7319730000002,-699.3950230000002,-2385.0660425260667,667.33695,2265.0,1.6195909438483795,False
2020-02-19 00:29:14.879434,0.0004532700000000056,0.001542171485100578,binance,bittrex,XRP-USDT,XRP-USDT,0.29437,0.29391673,2265.0,1366.7319730000002,-699.9839230000001,-2385.065251474457,666.74805,2265.0,1.028239830456414,False
2020-02-19 00:29:24.084779,0.00040319000000005323,0.0013717827163409037,binance,bittrex,XRP-USDT,XRP-USDT,0.29432,0.29391681,2265.0,1366.7319730000002,-700.0971730000001,-2385.0639857924434,666.6348,2265.0,0.9144780967513952,False
2020-02-19 00:29:32.946791,0.0006331099999999923,0.002154044294630337,binance,bittrex,XRP-USDT,XRP-USDT,0.29455,0.29391689,2265.0,1366.7319730000002,-699.5762230000003,-2385.0627201111174,667.1557499999999,2265.0,1.437083036917329,False
2020-02-19 00:29:41.085821,0.0006030300000000044,0.002051701880296345,binance,bittrex,XRP-USDT,XRP-USDT,0.29452,0.29391697,2265.0,1366.7319730000002,-699.6441730000001,-2385.0614544304817,667.0878,2265.0,1.3686652935826942,False
2020-02-19 00:29:49.068982,0.000602949999999991,0.0020514291362137413,binance,bittrex,XRP-USDT,XRP-USDT,0.29452,0.29391705,2265.0,1366.7319730000002,-699.6441730000001,-2385.0601887505336,667.0878,2265.0,1.3684833493326778,False
2020-02-19 00:29:57.059303,0.0005928699999999676,0.0020171331966938014,binance,bittrex,XRP-USDT,XRP-USDT,0.29451,0.29391713,2265.0,1366.7319730000002,-699.6668230000001,-2385.058923071275,667.06515,2265.0,1.3455592584224405,False
2020-02-19 00:30:06.060771,0.0004428100000000157,0.0015065808161816453,binance,bittrex,XRP-USDT,XRP-USDT,0.29436,0.29391719,2265.0,1366.7319730000002,-700.0065730000001,-2385.057973812284,666.7254,2265.0,1.004475697301018,False
2020-02-19 00:30:13.846338,0.00011274000000000006,0.00038357733737719266,binance,bittrex,XRP-USDT,XRP-USDT,0.29403,0.29391726,2265.0,1366.7319730000002,-700.7540230000001,-2385.05686634395,665.9779500000001,2265.0,0.2554540488129078,False
2020-02-19 00:30:23.060571,0.0007454700000000258,0.0025404119817807676,binance,bittrex,XRP-USDT,XRP-USDT,0.29419,0.29344453,2265.0,1366.7319730000002,-700.3916230000001,-2392.547963153378,666.3403500000001,2265.0,1.6927790090840062,False
2020-02-19 00:30:31.052651,0.0008154000000000217,0.002778718708744416,binance,bittrex,XRP-USDT,XRP-USDT,0.29426,0.2934446,2265.0,1366.7319730000002,-700.2330730000001,-2392.546852114505,666.4989,2265.0,1.8520129627876258,False
2020-02-19 00:30:38.835254,0.0007950700000000088,0.002709435122971826,binance,bittrex,XRP-USDT,XRP-USDT,0.29424,0.29344493,2265.0,1366.7319730000002,-700.2783730000001,-2392.5416143669618,666.4536,2265.0,1.8057127916709987,False
2020-02-19 00:30:47.373427,0.0008949699999999949,0.003049872747887381,binance,bittrex,XRP-USDT,XRP-USDT,0.29434,0.29344503,2265.0,1366.7319730000002,-700.0518730000002,-2392.5400271730623,666.6800999999999,2265.0,2.033289468548901,False
2020-02-19 00:30:56.650837,0.0006745799999999802,0.0022988261326415665,binance,bittrex,XRP-USDT,XRP-USDT,0.29412,0.29344542,2265.0,1366.7319730000002,-700.5501730000002,-2392.533837127191,666.1818,2265.0,1.5314361309301603,False
2020-02-19 00:31:04.636311,0.0007945200000000208,0.0027075557612951506,binance,bittrex,XRP-USDT,XRP-USDT,0.29424,0.29344548,2265.0,1366.7319730000002,-700.2783730000001,-2392.5328848139025,666.4536,2265.0,1.804460284315951,False
2020-02-19 00:31:13.187906,0.0008042899999999853,0.002740847702288731,binance,bittrex,XRP-USDT,XRP-USDT,0.29425,0.29344571,2265.0,1366.7319730000002,-700.2557230000001,-2392.5292342832345,666.47625,2265.0,1.8267098984424592,False
2020-02-19 00:31:22.461806,0.0007739999999999969,0.0026376232765142377,binance,bittrex,XRP-USDT,XRP-USDT,0.29422,0.293446,2265.0,1366.7319730000002,-700.3236730000002,-2392.5246314483766,666.4082999999999,2265.0,1.757734043742289,False
2020-02-19 00:31:31.670878,0.0007738899999999993,0.0026372474319049564,binance,bittrex,XRP-USDT,XRP-USDT,0.29422,0.29344611,2265.0,1366.7319730000002,-700.3236730000002,-2392.522885547879,666.4082999999999,2265.0,1.7574835777751332,False
2020-02-19 00:31:40.693801,0.0006835700000000222,0.002329454135802648,binance,bittrex,XRP-USDT,XRP-USDT,0.29413,0.29344643,2265.0,1366.7319730000002,-700.5275230000002,-2392.5178065720556,666.20445,2265.0,1.5518927113427026,False
2020-02-19 00:31:49.499799,0.0007234799999999986,0.0024654577604123523,binance,bittrex,XRP-USDT,XRP-USDT,0.29417,0.29344652,2265.0,1366.7319730000002,-700.4369230000002,-2392.516378112101,666.29505,2265.0,1.6427223017468577,False
2020-02-19 00:31:58.706166,0.0011630999999999725,0.003963579100682176,binance,bittrex,XRP-USDT,XRP-USDT,0.29461,0.2934469,2265.0,1366.7319730000002,-699.4403230000001,-2392.5103468463976,667.29165,2265.0,2.6448632379997434,False
2020-02-19 00:32:06.900458,0.0006492200000000059,0.002210104769764376,binance,bittrex,XRP-USDT,XRP-USDT,0.2944,0.29375078,2265.0,1366.7319730000002,-699.9159730000001,-2387.6922345533867,666.816,2265.0,1.473733222155147,False
2020-02-19 00:32:15.499285,0.0008091799999999649,0.0027546476295792635,binance,bittrex,XRP-USDT,XRP-USDT,0.29456,0.29375082,2265.0,1366.7319730000002,-699.5535730000001,-2387.691600997063,667.1784,2265.0,1.83784139806653,False
2020-02-19 00:32:22.797275,0.0004991000000000301,0.0016990586241609135,binance,bittrex,XRP-USDT,XRP-USDT,0.29425,0.2937509,2265.0,1366.7319730000002,-700.2557230000001,-2387.690333884935,666.47625,2265.0,1.1323822203609097,False
2020-02-19 00:32:30.656308,0.0004290200000000022,0.0014604887445822383,binance,bittrex,XRP-USDT,XRP-USDT,0.29418,0.29375098,2265.0,1366.7319730000002,-700.4142730000002,-2387.689066773497,666.3177,2265.0,0.9731495011658353,False
2020-02-19 00:32:39.869030,0.0002689699999999795,0.0009156393426092139,binance,bittrex,XRP-USDT,XRP-USDT,0.29402,0.29375103,2265.0,1366.7319730000002,-700.7766730000002,-2387.6882748291982,665.9553,2265.0,0.609774873099127,False
2020-02-19 00:32:48.285676,0.0004989000000000243,0.0016983766188450847,binance,bittrex,XRP-USDT,XRP-USDT,0.29425,0.2937511,2265.0,1366.7319730000002,-700.2557230000001,-2387.687166107634,666.47625,2265.0,1.1319276800155649,False
2020-02-19 00:32:57.079388,0.00029881999999997744,0.0010172554881310687,binance,bittrex,XRP-USDT,XRP-USDT,0.29405,0.29375118,2265.0,1366.7319730000002,-700.7087230000002,-2387.685898997921,666.02325,2265.0,0.6775158062853279,False
2020-02-19 00:33:05.062487,0.00014879000000000975,0.0005065170625169842,binance,bittrex,XRP-USDT,XRP-USDT,0.2939,0.29375121,2265.0,1366.7319730000002,-701.0484730000002,-2387.6854238319575,665.6835,2265.0,0.337180050986035,False
2020-02-19 00:33:13.045959,0.00035873999999996853,0.0012212373148628147,binance,bittrex,XRP-USDT,XRP-USDT,0.29411,0.29375126,2265.0,1366.7319730000002,-700.5728230000002,-2387.6846318888984,666.15915,2265.0,0.8135384116172872,False
2020-02-19 00:33:21.104195,0.00015871000000000635,0.0005402869890375846,binance,bittrex,XRP-USDT,XRP-USDT,0.29391,0.29375129,2265.0,1366.7319730000002,-701.0258230000002,-2387.684156723193,665.70615,2265.0,0.35967237136731,False
2020-02-19 00:33:29.637825,0.0007978999999999625,0.002722352461905191,binance,bittrex,XRP-USDT,XRP-USDT,0.29389,0.2930921,2265.0,1366.7319730000002,-701.0711230000002,-2398.1484540183783,665.66085,2265.0,1.8121634537912996,False
2020-02-19 00:33:38.239588,0.0007576899999999775,0.0025851582390543698,binance,bittrex,XRP-USDT,XRP-USDT,0.29385,0.29309231,2265.0,1366.7319730000002,-701.1617230000002,-2398.1451128826957,665.57025,2265.0,1.7206044154570463,False
2020-02-19 00:33:46.231667,0.0009075699999999687,0.0030965316982085435,binance,bittrex,XRP-USDT,XRP-USDT,0.294,0.29309243,2265.0,1366.7319730000002,-700.8219730000002,-2398.1432036644555,665.91,2265.0,2.06201142315399,False
2020-02-19 00:33:54.010852,0.0009074099999999974,0.003095984105227626,binance,bittrex,XRP-USDT,XRP-USDT,0.294,0.29309259,2265.0,1366.7319730000002,-700.8219730000002,-2398.1406580425664,665.91,2265.0,2.061646775512145,False
2020-02-19 00:34:01.790136,0.0009073399999999787,0.003095744533486368,binance,bittrex,XRP-USDT,XRP-USDT,0.294,0.29309266,2265.0,1366.7319730000002,-700.8219730000002,-2398.1395443338643,665.91,2265.0,2.061487242293879,False
2020-02-19 00:34:09.776872,0.0008771300000000037,0.002992669183661833,binance,bittrex,XRP-USDT,XRP-USDT,0.29397,0.29309287,2265.0,1366.7319730000002,-700.8899230000002,-2398.136203210948,665.84205,2265.0,1.992644984221215,False
2020-02-19 00:34:19.197469,0.0008770399999999956,0.0029923611948918715,binance,bittrex,XRP-USDT,XRP-USDT,0.29397,0.29309296,2265.0,1366.7319730000002,-700.8899230000002,-2398.1347713025934,665.84205,2265.0,1.9924399123472085,False
2020-02-19 00:34:28.019348,0.0008767299999999922,0.002991300346132111,binance,bittrex,XRP-USDT,XRP-USDT,0.29397,0.29309327,2265.0,1366.7319730000002,-700.8899230000002,-2398.129839180545,665.84205,2265.0,1.9917335546343793,False
2020-02-19 00:34:36.605377,0.0006665900000000224,0.0022743261269505257,binance,bittrex,XRP-USDT,XRP-USDT,0.29376,0.29309341,2265.0,1366.7319730000002,-701.3655730000002,-2398.127611774008,665.3664,2265.0,1.5132601875150158,False
2020-02-19 00:34:44.546255,0.000876340000000031,0.002989965733138107,binance,bittrex,XRP-USDT,XRP-USDT,0.29397,0.29309366,2265.0,1366.7319730000002,-700.8899230000002,-2398.1236342676275,665.84205,2265.0,1.9908449131824,False
2020-02-19 00:34:52.569633,0.001016259999999991,0.0034673548469509826,binance,bittrex,XRP-USDT,XRP-USDT,0.29411,0.29309374,2265.0,1366.7319730000002,-700.5728230000002,-2398.122361467018,666.15915,2265.0,2.3098101575932333,False
2020-02-19 00:35:01.182130,0.001015939999999993,0.0034662592616172194,binance,bittrex,XRP-USDT,XRP-USDT,0.29411,0.29309406,2265.0,1366.7319730000002,-700.5728230000002,-2398.1172702715303,666.15915,2265.0,2.3090803233985753,False
2020-02-19 00:35:09.171323,0.001105820000000035,0.003772916951131664,binance,bittrex,XRP-USDT,XRP-USDT,0.2942,0.29309418,2265.0,1366.7319730000002,-700.3689730000001,-2398.1153610760894,666.363,2265.0,2.5141322583069723,False
2020-02-19 00:35:17.985234,0.0009846500000000313,0.003355479989715398,binance,bittrex,XRP-USDT,XRP-USDT,0.29443,0.29344535,2265.0,1366.7319730000002,-699.8480230000001,-2392.534948159854,666.88395,2265.0,2.237715749687368,False
2020-02-19 00:35:27.400188,0.000489750000000011,0.001667119117745963,binance,bittrex,XRP-USDT,XRP-USDT,0.29426,0.29377025,2265.0,1366.7319730000002,-700.2330730000001,-2387.3838714097155,666.4989,2265.0,1.11113305814672,False
2020-02-19 00:35:36.000622,0.0007096699999999956,0.0024157306832177216,binance,bittrex,XRP-USDT,XRP-USDT,0.29448,0.29377033,2265.0,1366.7319730000002,-699.7347730000001,-2387.382604465196,666.9972,2265.0,1.6112856016602564,False
2020-02-19 00:35:43.784356,0.0007295900000000022,0.002483538079958435,binance,bittrex,XRP-USDT,XRP-USDT,0.2945,0.29377041,2265.0,1366.7319730000002,-699.6894730000001,-2387.3813375213667,667.0425,2265.0,1.6566254497006412,False
2020-02-19 00:35:51.768631,0.0008095100000000133,0.0027555865124506322,binance,bittrex,XRP-USDT,XRP-USDT,0.29458,0.29377049,2265.0,1366.7319730000002,-699.5082730000001,-2387.380070578227,667.2237,2265.0,1.8385926285073992,False
